Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,bloomington,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Library,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Replicate,Sample Name,source_name,SRA Study,Strain,time_of_harvesting,time_series_type,Tissue
SRR8522044,RNA-Seq,61,102805886,PRJNA518903,SAMN10862611,w1118,45166592,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325323,GSM3588123,Illumina HiSeq 2500,BRB1_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588123,w1118_brain_T=CT13,SRP183194,w1118,T=CT13,Time-series for w1118,whole brain
SRR8522045,RNA-Seq,58,122233292,PRJNA518903,SAMN10862610,w1118,54815708,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325324,GSM3588124,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,3,GSM3588124,w1118_brain_T=CT13,SRP183194,w1118,T=CT13,Time-series for w1118,whole brain
SRR8522046,RNA-Seq,61,111297799,PRJNA518903,SAMN10862609,w1118,48924900,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325325,GSM3588125,Illumina HiSeq 2500,BRB1_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588125,w1118_brain_T=CT15,SRP183194,w1118,T=CT15,Time-series for w1118,whole brain
SRR8522047,RNA-Seq,61,78560023,PRJNA518903,SAMN10862608,w1118,34389858,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325326,GSM3588126,Illumina HiSeq 2500,BRB1_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588126,w1118_brain_T=CT15,SRP183194,w1118,T=CT15,Time-series for w1118,whole brain
SRR8522048,RNA-Seq,61,117102408,PRJNA518903,SAMN10862607,w1118,51691858,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325327,GSM3588127,Illumina HiSeq 2500,BRB1_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588127,w1118_brain_T=CT17,SRP183194,w1118,T=CT17,Time-series for w1118,whole brain
SRR8522049,RNA-Seq,61,86358109,PRJNA518903,SAMN10862606,w1118,37912256,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325328,GSM3588128,Illumina HiSeq 2500,BRB1_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588128,w1118_brain_T=CT17,SRP183194,w1118,T=CT17,Time-series for w1118,whole brain
SRR8522050,RNA-Seq,58,44135904,PRJNA518903,SAMN10862605,w1118,20161679,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325329,GSM3588129,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,3,GSM3588129,w1118_brain_T=CT17,SRP183194,w1118,T=CT17,Time-series for w1118,whole brain
SRR8522051,RNA-Seq,61,100234614,PRJNA518903,SAMN10862601,w1118,43990379,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325330,GSM3588130,Illumina HiSeq 2500,BRB1_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588130,w1118_brain_T=CT19,SRP183194,w1118,T=CT19,Time-series for w1118,whole brain
SRR8522052,RNA-Seq,61,77354220,PRJNA518903,SAMN10862600,w1118,34107003,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325331,GSM3588131,Illumina HiSeq 2500,BRB1_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588131,w1118_brain_T=CT19,SRP183194,w1118,T=CT19,Time-series for w1118,whole brain
SRR8522053,RNA-Seq,61,119135575,PRJNA518903,SAMN10862599,w1118,52155099,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325332,GSM3588132,Illumina HiSeq 2500,BRB1_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588132,w1118_brain_T=CT21,SRP183194,w1118,T=CT21,Time-series for w1118,whole brain
SRR8522054,RNA-Seq,61,117587620,PRJNA518903,SAMN10862598,w1118,51605207,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325333,GSM3588133,Illumina HiSeq 2500,BRB1_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588133,w1118_brain_T=CT21,SRP183194,w1118,T=CT21,Time-series for w1118,whole brain
SRR8522055,RNA-Seq,58,126876110,PRJNA518903,SAMN10862604,w1118,57431973,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325334,GSM3588134,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,3,GSM3588134,w1118_brain_T=CT21,SRP183194,w1118,T=CT21,Time-series for w1118,whole brain
SRR8522056,RNA-Seq,61,113413961,PRJNA518903,SAMN10862603,w1118,49526206,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325335,GSM3588135,Illumina HiSeq 2500,BRB1_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588135,w1118_brain_T=CT23,SRP183194,w1118,T=CT23,Time-series for w1118,whole brain
SRR8522057,RNA-Seq,61,71819182,PRJNA518903,SAMN10862602,w1118,31631656,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325336,GSM3588136,Illumina HiSeq 2500,BRB1_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588136,w1118_brain_T=CT23,SRP183194,w1118,T=CT23,Time-series for w1118,whole brain
SRR8522058,RNA-Seq,61,114316579,PRJNA518903,SAMN10862597,w1118,51975183,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325337,GSM3588137,Illumina HiSeq 2500,BRB2_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588137,w1118_fatBody_T=ZT1,SRP183194,w1118,T=ZT1,Time-series for w1118,whole fat body
SRR8522059,RNA-Seq,58,158764241,PRJNA518903,SAMN10862596,w1118,70566542,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325338,GSM3588138,Illumina HiSeq 2500,BRB2_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588138,w1118_fatBody_T=ZT1,SRP183194,w1118,T=ZT1,Time-series for w1118,whole fat body
SRR8522060,RNA-Seq,61,93159502,PRJNA518903,SAMN10862595,w1118,42017456,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325339,GSM3588139,Illumina HiSeq 2500,BRB2_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,3,GSM3588139,w1118_fatBody_T=ZT1,SRP183194,w1118,T=ZT1,Time-series for w1118,whole fat body
SRR8522061,RNA-Seq,61,319268819,PRJNA518903,SAMN10862594,w1118,144529918,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325340,GSM3588140,Illumina HiSeq 2500,BRB2_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588140,w1118_fatBody_T=ZT3,SRP183194,w1118,T=ZT3,Time-series for w1118,whole fat body
SRR8522062,RNA-Seq,58,65332008,PRJNA518903,SAMN10862593,w1118,29790721,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325341,GSM3588141,Illumina HiSeq 2500,BRB2_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588141,w1118_fatBody_T=ZT3,SRP183194,w1118,T=ZT3,Time-series for w1118,whole fat body
SRR8522063,RNA-Seq,61,133136477,PRJNA518903,SAMN10862592,w1118,59999136,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325342,GSM3588142,Illumina HiSeq 2500,BRB2_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,3,GSM3588142,w1118_fatBody_T=ZT3,SRP183194,w1118,T=ZT3,Time-series for w1118,whole fat body
SRR8522064,RNA-Seq,61,165518842,PRJNA518903,SAMN10862591,w1118,74844335,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325343,GSM3588143,Illumina HiSeq 2500,BRB2_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588143,w1118_fatBody_T=ZT5,SRP183194,w1118,T=ZT5,Time-series for w1118,whole fat body
SRR8522065,RNA-Seq,61,106630930,PRJNA518903,SAMN10862648,w1118,48109124,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325344,GSM3588144,Illumina HiSeq 2500,BRB2_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588144,w1118_fatBody_T=ZT5,SRP183194,w1118,T=ZT5,Time-series for w1118,whole fat body
SRR8522066,RNA-Seq,61,116225478,PRJNA518903,SAMN10862647,w1118,52664069,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325345,GSM3588145,Illumina HiSeq 2500,BRB2_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588145,w1118_fatBody_T=ZT7,SRP183194,w1118,T=ZT7,Time-series for w1118,whole fat body
SRR8522067,RNA-Seq,61,221722399,PRJNA518903,SAMN10862646,w1118,99543243,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325418,GSM3588146,Illumina HiSeq 2500,BRB2_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588146,w1118_fatBody_T=ZT7,SRP183194,w1118,T=ZT7,Time-series for w1118,whole fat body
SRR8522068,RNA-Seq,58,95662076,PRJNA518903,SAMN10862645,w1118,42773639,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325419,GSM3588147,Illumina HiSeq 2500,BRB3_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,3,GSM3588147,w1118_fatBody_T=ZT7,SRP183194,w1118,T=ZT7,Time-series for w1118,whole fat body
SRR8522069,RNA-Seq,61,115351395,PRJNA518903,SAMN10862644,w1118,52247726,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325420,GSM3588148,Illumina HiSeq 2500,BRB2_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588148,w1118_fatBody_T=ZT9,SRP183194,w1118,T=ZT9,Time-series for w1118,whole fat body
SRR8522070,RNA-Seq,61,126210470,PRJNA518903,SAMN10862643,w1118,56963067,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325421,GSM3588149,Illumina HiSeq 2500,BRB2_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588149,w1118_fatBody_T=ZT9,SRP183194,w1118,T=ZT9,Time-series for w1118,whole fat body
SRR8522071,RNA-Seq,58,53573826,PRJNA518903,SAMN10862512,w1118,24275180,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325422,GSM3588150,Illumina HiSeq 2500,BRB3_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,3,GSM3588150,w1118_fatBody_T=ZT9,SRP183194,w1118,T=ZT9,Time-series for w1118,whole fat body
SRR8522072,RNA-Seq,61,112837277,PRJNA518903,SAMN10862511,w1118,50881273,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325423,GSM3588151,Illumina HiSeq 2500,BRB2_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588151,w1118_fatBody_T=ZT11,SRP183194,w1118,T=ZT11,Time-series for w1118,whole fat body
SRR8522073,RNA-Seq,61,143242040,PRJNA518903,SAMN10862510,w1118,64875341,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325424,GSM3588152,Illumina HiSeq 2500,BRB2_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,2,GSM3588152,w1118_fatBody_T=ZT11,SRP183194,w1118,T=ZT11,Time-series for w1118,whole fat body
SRR8522074,RNA-Seq,61,101456522,PRJNA518903,SAMN10862509,w1118,45626774,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325425,GSM3588153,Illumina HiSeq 2500,BRB2_C,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588153,w1118_fatBody_T=ZT13,SRP183194,w1118,T=ZT13,Time-series for w1118,whole fat body
SRR8522075,RNA-Seq,60,57184500,PRJNA518903,SAMN10862196,25174,24907122,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325268,GSM3588308,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588308,RAL-208_brain_T=CT5,SRP183194,RAL-208,T=CT5,Time-series for RAL-208,whole brain
SRR8522076,RNA-Seq,60,115423200,PRJNA518903,SAMN10862195,25174,49916076,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325269,GSM3588309,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588309,RAL-208_brain_T=CT9,SRP183194,RAL-208,T=CT9,Time-series for RAL-208,whole brain
SRR8522077,RNA-Seq,60,105741540,PRJNA518903,SAMN10862194,25174,46397156,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325270,GSM3588310,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588310,RAL-208_brain_T=CT13,SRP183194,RAL-208,T=CT13,Time-series for RAL-208,whole brain
SRR8522078,RNA-Seq,60,126757140,PRJNA518903,SAMN10862193,25174,55776197,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325271,GSM3588311,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588311,RAL-208_brain_T=CT17,SRP183194,RAL-208,T=CT17,Time-series for RAL-208,whole brain
SRR8522079,RNA-Seq,60,122362200,PRJNA518903,SAMN10862192,25174,53664514,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325272,GSM3588312,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588312,RAL-208_brain_T=CT21,SRP183194,RAL-208,T=CT21,Time-series for RAL-208,whole brain
SRR8522080,RNA-Seq,60,33589920,PRJNA518903,SAMN10862249,25174,15058698,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325273,GSM3588313,Illumina HiSeq 2500,BRB2_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588313,RAL-208_fatBody_T=CT1,SRP183194,RAL-208,T=CT1,Time-series for RAL-208,whole fat body
SRR8522081,RNA-Seq,60,132674340,PRJNA518903,SAMN10862248,25174,58751590,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325346,GSM3588314,Illumina HiSeq 2500,BRB2_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588314,RAL-208_fatBody_T=CT5,SRP183194,RAL-208,T=CT5,Time-series for RAL-208,whole fat body
SRR8522082,RNA-Seq,60,56563320,PRJNA518903,SAMN10862247,25174,25289933,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325347,GSM3588315,Illumina HiSeq 2500,BRB2_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588315,RAL-208_fatBody_T=CT9,SRP183194,RAL-208,T=CT9,Time-series for RAL-208,whole fat body
SRR8522083,RNA-Seq,60,204073140,PRJNA518903,SAMN10862246,25174,88759521,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325348,GSM3588316,Illumina HiSeq 2500,BRB2_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588316,RAL-208_fatBody_T=CT13,SRP183194,RAL-208,T=CT13,Time-series for RAL-208,whole fat body
SRR8522084,RNA-Seq,60,46773660,PRJNA518903,SAMN10862245,25174,21126450,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325349,GSM3588317,Illumina HiSeq 2500,BRB2_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588317,RAL-208_fatBody_T=CT17,SRP183194,RAL-208,T=CT17,Time-series for RAL-208,whole fat body
SRR8522085,RNA-Seq,60,146762100,PRJNA518903,SAMN10862244,25174,64944628,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325350,GSM3588318,Illumina HiSeq 2500,BRB3_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588318,RAL-208_fatBody_T=CT21,SRP183194,RAL-208,T=CT21,Time-series for RAL-208,whole fat body
SRR8522086,RNA-Seq,60,118445760,PRJNA518903,SAMN10862241,25174,51595904,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325351,GSM3588319,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588319,RAL-208_gut_T=CT1,SRP183194,RAL-208,T=CT1,Time-series for RAL-208,whole gut
SRR8522087,RNA-Seq,60,127003320,PRJNA518903,SAMN10862240,25174,56367069,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325352,GSM3588320,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588320,RAL-208_gut_T=CT5,SRP183194,RAL-208,T=CT5,Time-series for RAL-208,whole gut
SRR8522088,RNA-Seq,60,79660260,PRJNA518903,SAMN10862239,25174,34508004,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325353,GSM3588321,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588321,RAL-208_gut_T=CT9,SRP183194,RAL-208,T=CT9,Time-series for RAL-208,whole gut
SRR8522089,RNA-Seq,60,109556880,PRJNA518903,SAMN10862238,25174,48426403,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325354,GSM3588322,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588322,RAL-208_gut_T=CT13,SRP183194,RAL-208,T=CT13,Time-series for RAL-208,whole gut
SRR8522090,RNA-Seq,60,124299720,PRJNA518903,SAMN10862237,25174,54464331,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325355,GSM3588323,Illumina HiSeq 2500,BRB5_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588323,RAL-208_gut_T=CT17,SRP183194,RAL-208,T=CT17,Time-series for RAL-208,whole gut
SRR8522091,RNA-Seq,60,67876620,PRJNA518903,SAMN10862236,25174,29757539,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325356,GSM3588324,Illumina HiSeq 2500,BRB4_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588324,RAL-208_gut_T=CT21,SRP183194,RAL-208,T=CT21,Time-series for RAL-208,whole gut
SRR8522092,RNA-Seq,60,131493060,PRJNA518903,SAMN10862235,29655,58274792,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325357,GSM3588325,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588325,RAL-321_brain_T=ZT1,SRP183194,RAL-321,T=ZT1,Time-series for RAL-321,whole brain
SRR8522093,RNA-Seq,60,113723160,PRJNA518903,SAMN10862234,29655,50251368,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325358,GSM3588326,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588326,RAL-321_brain_T=ZT3,SRP183194,RAL-321,T=ZT3,Time-series for RAL-321,whole brain
SRR8522094,RNA-Seq,60,68473740,PRJNA518903,SAMN10862233,29655,30116731,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325359,GSM3588327,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588327,RAL-321_brain_T=ZT5,SRP183194,RAL-321,T=ZT5,Time-series for RAL-321,whole brain
SRR8522095,RNA-Seq,60,92101500,PRJNA518903,SAMN10862232,29655,40484609,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325360,GSM3588328,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588328,RAL-321_brain_T=ZT7,SRP183194,RAL-321,T=ZT7,Time-series for RAL-321,whole brain
SRR8522096,RNA-Seq,60,118936440,PRJNA518903,SAMN10862231,29655,51837185,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325361,GSM3588329,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588329,RAL-321_brain_T=ZT9,SRP183194,RAL-321,T=ZT9,Time-series for RAL-321,whole brain
SRR8522097,RNA-Seq,60,153262680,PRJNA518903,SAMN10862230,29655,68175410,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325362,GSM3588330,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588330,RAL-321_brain_T=ZT11,SRP183194,RAL-321,T=ZT11,Time-series for RAL-321,whole brain
SRR8522098,RNA-Seq,60,109990620,PRJNA518903,SAMN10862229,29655,48613777,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325363,GSM3588331,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588331,RAL-321_brain_T=ZT13,SRP183194,RAL-321,T=ZT13,Time-series for RAL-321,whole brain
SRR8522099,RNA-Seq,60,175713900,PRJNA518903,SAMN10862228,29655,76633138,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325364,GSM3588332,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588332,RAL-321_brain_T=ZT15,SRP183194,RAL-321,T=ZT15,Time-series for RAL-321,whole brain
SRR8522100,RNA-Seq,60,125244960,PRJNA518903,SAMN10862227,29655,54813235,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325365,GSM3588333,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588333,RAL-321_brain_T=ZT17,SRP183194,RAL-321,T=ZT17,Time-series for RAL-321,whole brain
SRR8522101,RNA-Seq,60,95238120,PRJNA518903,SAMN10862226,29655,41058445,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325366,GSM3588334,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588334,RAL-321_brain_T=ZT19,SRP183194,RAL-321,T=ZT19,Time-series for RAL-321,whole brain
